Ticket_ID,Created_Date,Closed_Date,Office,Category,Priority,Status,Assigned_Team,Days_Open,SLA_Target_Days,SLA_Status,Customer_Type,Aging_Bucket
TCK-11113,2025-11-27,2025-12-07,Program Management,User Permissions,Medium,Closed,Tier 1 Support,10,7,Missed,Leadership Office,8-14 days
TCK-11114,2026-02-25,2026-03-06,IT Services,Training Request,Low,Closed,Tier 1 Support,9,10,Met,Program Office,8-14 days
TCK-11115,2025-05-27,,Finance,Training Request,Medium,Escalated,Tier 2 Support,338,7,Missed,Program Office,15+ days
TCK-11116,2026-01-23,2026-01-25,Policy,System Error,Medium,Closed,Systems Team,2,7,Met,Leadership Office,0-3 days
TCK-11117,2026-02-18,2026-02-22,IT Services,Training Request,Medium,Closed,Reporting Team,4,7,Met,Internal User,4-7 days
TCK-11118,2026-04-01,,Finance,Training Request,Medium,Open,Reporting Team,29,7,Missed,Leadership Office,15+ days
TCK-11119,2025-10-19,2025-10-27,IT Services,Report Request,Low,Closed,Systems Team,8,10,Met,Leadership Office,8-14 days
TCK-11120,2026-02-10,,Operations,Data Correction,Critical,Open,Tier 1 Support,79,2,Missed,Internal User,15+ days
TCK-11121,2026-03-06,2026-03-09,Program Management,System Error,High,Closed,Systems Team,3,4,Met,Leadership Office,0-3 days
TCK-11122,2025-01-29,2025-02-05,IT Services,System Error,Medium,Closed,Tier 2 Support,7,7,Met,Program Office,4-7 days
TCK-11123,2025-11-24,2025-12-02,Program Management,Data Correction,Low,Closed,Tier 2 Support,8,10,Met,Program Office,8-14 days
TCK-11124,2025-10-15,2025-10-18,IT Services,Training Request,High,Closed,Tier 2 Support,3,4,Met,Program Office,0-3 days
TCK-11125,2025-12-10,,IT Services,Data Correction,Medium,Pending Customer,Systems Team,141,7,Missed,Internal User,15+ days
TCK-11126,2026-03-05,2026-03-05,Human Resources,Report Request,High,Closed,Reporting Team,0,4,Met,Leadership Office,0-3 days
TCK-11127,2025-03-02,,Human Resources,Training Request,Critical,Pending Customer,Tier 2 Support,424,2,Missed,Program Office,15+ days
TCK-11128,2025-10-30,2025-11-01,Operations,System Error,High,Closed,CRM Admin,2,4,Met,Internal User,0-3 days
TCK-11129,2026-02-06,2026-02-09,Operations,Account Access,Medium,Closed,Systems Team,3,7,Met,Program Office,0-3 days
TCK-11130,2026-02-19,2026-02-28,Policy,Data Correction,Medium,Closed,Tier 2 Support,9,7,Missed,Leadership Office,8-14 days
TCK-11131,2025-06-10,,Operations,Report Request,Medium,Escalated,Reporting Team,324,7,Missed,Leadership Office,15+ days
TCK-11132,2025-03-18,2025-03-23,Finance,Training Request,Low,Closed,CRM Admin,5,10,Met,Leadership Office,4-7 days
TCK-11133,2025-01-21,,Human Resources,Account Access,High,Pending Customer,Systems Team,464,4,Missed,Program Office,15+ days
TCK-11134,2025-11-04,,Human Resources,Account Access,Medium,Pending Customer,Tier 1 Support,177,7,Missed,Program Office,15+ days
TCK-11135,2025-09-15,,Human Resources,Account Access,Low,Open,Tier 1 Support,227,10,Missed,Program Office,15+ days
TCK-11136,2025-09-28,2025-10-09,Human Resources,Report Request,Low,Closed,Systems Team,11,10,Missed,Internal User,8-14 days
TCK-11137,2026-03-16,,Policy,Training Request,High,Open,Tier 2 Support,45,4,Missed,Leadership Office,15+ days
TCK-11138,2025-08-15,2025-08-22,Human Resources,User Permissions,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-11139,2025-11-23,,Finance,System Error,Medium,Open,Tier 2 Support,158,7,Missed,Internal User,15+ days
TCK-11140,2026-01-01,,Policy,System Error,High,Pending Customer,Reporting Team,119,4,Missed,Leadership Office,15+ days
TCK-11141,2025-03-08,2025-03-12,Program Management,User Permissions,Medium,Closed,Reporting Team,4,7,Met,Program Office,4-7 days
TCK-11142,2025-01-25,2025-01-26,IT Services,Account Access,Critical,Closed,CRM Admin,1,2,Met,Internal User,0-3 days
TCK-11143,2025-07-23,2025-07-26,Operations,Data Correction,High,Closed,Reporting Team,3,4,Met,Internal User,0-3 days
TCK-11144,2025-02-15,,Finance,Report Request,High,Escalated,Tier 2 Support,439,4,Missed,Internal User,15+ days
TCK-11145,2025-06-26,2025-06-26,Program Management,Account Access,High,Closed,Tier 2 Support,0,4,Met,Internal User,0-3 days
TCK-11146,2025-12-14,2025-12-23,Human Resources,System Error,Low,Closed,Tier 1 Support,9,10,Met,Internal User,8-14 days
TCK-11147,2026-01-20,,Program Management,System Error,Medium,Pending Customer,Systems Team,100,7,Missed,Leadership Office,15+ days
TCK-11148,2025-06-26,,Program Management,Account Access,Medium,Open,Systems Team,308,7,Missed,Program Office,15+ days
TCK-11149,2025-06-07,,Finance,Account Access,Medium,Open,Tier 2 Support,327,7,Missed,Program Office,15+ days
TCK-11150,2025-05-31,,Human Resources,System Error,Medium,Escalated,CRM Admin,334,7,Missed,Program Office,15+ days
TCK-11151,2025-01-28,2025-02-04,Program Management,Training Request,Low,Closed,Tier 1 Support,7,10,Met,Internal User,4-7 days
TCK-11152,2025-08-26,2025-08-31,IT Services,Data Correction,High,Closed,Tier 2 Support,5,4,Missed,Internal User,4-7 days
TCK-11153,2025-01-08,2025-01-16,IT Services,Training Request,High,Closed,Tier 2 Support,8,4,Missed,Internal User,8-14 days
TCK-11154,2025-11-18,2025-11-21,Program Management,Data Correction,Low,Closed,Systems Team,3,10,Met,Leadership Office,0-3 days
TCK-11155,2025-06-24,2025-06-27,Operations,System Error,High,Closed,Tier 2 Support,3,4,Met,Leadership Office,0-3 days
TCK-11156,2025-05-05,,Operations,Training Request,High,Pending Customer,CRM Admin,360,4,Missed,Program Office,15+ days
TCK-11157,2025-01-15,2025-01-16,Program Management,User Permissions,Medium,Closed,Systems Team,1,7,Met,Leadership Office,0-3 days
TCK-11158,2026-01-04,2026-01-11,Human Resources,System Error,Medium,Closed,Reporting Team,7,7,Met,Leadership Office,4-7 days
TCK-11159,2025-02-01,,Operations,Account Access,Medium,Escalated,CRM Admin,453,7,Missed,Internal User,15+ days
TCK-11160,2025-07-12,,Operations,Data Correction,Medium,Open,Tier 2 Support,292,7,Missed,Leadership Office,15+ days
TCK-11161,2025-06-28,,Policy,Report Request,Medium,Open,Tier 1 Support,306,7,Missed,Program Office,15+ days
TCK-11162,2025-10-04,,Policy,Report Request,Critical,Escalated,Reporting Team,208,2,Missed,Leadership Office,15+ days
TCK-11163,2025-03-18,2025-03-22,IT Services,Data Correction,High,Closed,CRM Admin,4,4,Met,Leadership Office,4-7 days
TCK-11164,2025-07-23,2025-07-23,Human Resources,Training Request,Critical,Closed,Systems Team,0,2,Met,Leadership Office,0-3 days
TCK-11165,2026-01-31,2026-02-03,IT Services,Account Access,Medium,Closed,Tier 2 Support,3,7,Met,Internal User,0-3 days
TCK-11166,2025-01-20,2025-01-21,IT Services,User Permissions,High,Closed,Tier 2 Support,1,4,Met,Leadership Office,0-3 days
TCK-11167,2026-03-07,,IT Services,Report Request,Medium,Escalated,Tier 2 Support,54,7,Missed,Program Office,15+ days
TCK-11168,2026-03-28,,IT Services,Training Request,Medium,Pending Customer,Systems Team,33,7,Missed,Leadership Office,15+ days
TCK-11169,2025-02-03,2025-02-05,Program Management,Account Access,Medium,Closed,Reporting Team,2,7,Met,Internal User,0-3 days
TCK-11170,2025-07-02,2025-07-07,IT Services,System Error,High,Closed,Reporting Team,5,4,Missed,Program Office,4-7 days
TCK-11171,2025-09-02,2025-09-09,IT Services,System Error,Low,Closed,CRM Admin,7,10,Met,Program Office,4-7 days
TCK-11172,2026-02-04,2026-02-11,Policy,User Permissions,Low,Closed,Reporting Team,7,10,Met,Program Office,4-7 days
TCK-11173,2025-11-09,2025-11-17,Program Management,Training Request,Medium,Closed,Reporting Team,8,7,Missed,Leadership Office,8-14 days
TCK-11174,2026-03-09,,Finance,Training Request,Low,Pending Customer,Systems Team,52,10,Missed,Internal User,15+ days
TCK-11175,2025-09-10,,IT Services,Account Access,Critical,Open,Reporting Team,232,2,Missed,Leadership Office,15+ days
TCK-11176,2025-04-06,2025-04-09,Finance,Account Access,Medium,Closed,CRM Admin,3,7,Met,Internal User,0-3 days
TCK-11177,2025-12-06,2025-12-12,IT Services,Report Request,High,Closed,Reporting Team,6,4,Missed,Leadership Office,4-7 days
TCK-11178,2025-01-20,,Finance,Training Request,Low,Open,Tier 2 Support,465,10,Missed,Leadership Office,15+ days
TCK-11179,2025-06-25,2025-06-30,Program Management,Training Request,High,Closed,Reporting Team,5,4,Missed,Internal User,4-7 days
TCK-11180,2025-03-13,2025-03-22,Finance,Data Correction,Medium,Closed,Tier 2 Support,9,7,Missed,Leadership Office,8-14 days
TCK-11181,2025-03-10,2025-03-19,Operations,Data Correction,Medium,Closed,Systems Team,9,7,Missed,Leadership Office,8-14 days
TCK-11182,2025-02-22,,Human Resources,User Permissions,Medium,Open,CRM Admin,432,7,Missed,Internal User,15+ days
TCK-11183,2025-09-30,2025-10-05,Finance,System Error,High,Closed,Tier 2 Support,5,4,Missed,Leadership Office,4-7 days
TCK-11184,2025-03-29,2025-04-03,Policy,Data Correction,Medium,Closed,CRM Admin,5,7,Met,Leadership Office,4-7 days
TCK-11185,2025-11-08,2025-11-13,IT Services,Account Access,High,Closed,Systems Team,5,4,Missed,Leadership Office,4-7 days
TCK-11186,2025-07-20,,Policy,System Error,Medium,Open,Systems Team,284,7,Missed,Program Office,15+ days
TCK-11187,2025-07-17,2025-07-23,Program Management,User Permissions,High,Closed,CRM Admin,6,4,Missed,Program Office,4-7 days
TCK-11188,2025-04-25,2025-05-03,IT Services,Account Access,Low,Closed,Systems Team,8,10,Met,Leadership Office,8-14 days
TCK-11189,2025-02-08,,Human Resources,Data Correction,High,Open,Systems Team,446,4,Missed,Leadership Office,15+ days
TCK-11190,2025-06-20,2025-06-26,Human Resources,Account Access,Medium,Closed,CRM Admin,6,7,Met,Internal User,4-7 days
TCK-11191,2025-07-21,2025-07-24,Finance,Data Correction,Medium,Closed,Tier 1 Support,3,7,Met,Internal User,0-3 days
TCK-11192,2026-01-09,2026-01-17,Operations,System Error,Low,Closed,Reporting Team,8,10,Met,Leadership Office,8-14 days
TCK-11193,2026-03-10,,Finance,Account Access,Critical,Open,Tier 1 Support,51,2,Missed,Leadership Office,15+ days
TCK-11194,2025-05-17,,Policy,Account Access,Critical,Open,CRM Admin,348,2,Missed,Internal User,15+ days
TCK-11195,2025-01-19,,Human Resources,User Permissions,High,Open,Systems Team,466,4,Missed,Leadership Office,15+ days
TCK-11196,2025-08-31,2025-09-08,Operations,System Error,Medium,Closed,Tier 1 Support,8,7,Missed,Program Office,8-14 days
TCK-11197,2025-07-04,,Finance,System Error,Low,Pending Customer,Tier 2 Support,300,10,Missed,Internal User,15+ days
TCK-11198,2025-06-19,,Program Management,System Error,Medium,Pending Customer,Tier 1 Support,315,7,Missed,Program Office,15+ days
TCK-11199,2026-03-19,2026-03-23,Program Management,Report Request,High,Closed,CRM Admin,4,4,Met,Internal User,4-7 days
TCK-11200,2025-03-12,2025-03-14,Finance,User Permissions,Medium,Closed,CRM Admin,2,7,Met,Leadership Office,0-3 days
TCK-11201,2025-11-20,2025-12-01,Finance,User Permissions,Medium,Closed,Systems Team,11,7,Missed,Program Office,8-14 days
TCK-11202,2025-04-02,2025-04-06,IT Services,Account Access,Medium,Closed,Tier 1 Support,4,7,Met,Leadership Office,4-7 days
TCK-11203,2025-08-08,,Human Resources,Account Access,Critical,Open,Tier 2 Support,265,2,Missed,Program Office,15+ days
TCK-11204,2025-07-10,2025-07-15,Operations,Account Access,Medium,Closed,Tier 2 Support,5,7,Met,Internal User,4-7 days
TCK-11205,2025-11-26,,Finance,Account Access,High,Pending Customer,Tier 2 Support,155,4,Missed,Internal User,15+ days
TCK-11206,2025-06-15,,Operations,User Permissions,Medium,Open,Reporting Team,319,7,Missed,Leadership Office,15+ days
TCK-11207,2026-01-13,,IT Services,Training Request,Low,Open,Reporting Team,107,10,Missed,Program Office,15+ days
TCK-11208,2025-10-28,2025-11-08,Operations,System Error,Medium,Closed,Tier 2 Support,11,7,Missed,Program Office,8-14 days
TCK-11209,2025-08-18,2025-08-21,Program Management,Data Correction,High,Closed,Tier 1 Support,3,4,Met,Internal User,0-3 days
TCK-11210,2025-07-07,,Policy,Data Correction,High,Escalated,CRM Admin,297,4,Missed,Program Office,15+ days
TCK-11211,2025-04-18,,Policy,Training Request,High,Open,Tier 1 Support,377,4,Missed,Leadership Office,15+ days
TCK-11212,2025-03-10,,Operations,Training Request,Low,Open,Tier 2 Support,416,10,Missed,Leadership Office,15+ days
TCK-11213,2025-01-04,2025-01-14,Human Resources,Training Request,Medium,Closed,Tier 2 Support,10,7,Missed,Program Office,8-14 days
TCK-11214,2025-05-15,2025-05-22,IT Services,System Error,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-11215,2025-09-30,2025-10-06,Program Management,Data Correction,Low,Closed,Tier 2 Support,6,10,Met,Program Office,4-7 days
TCK-11216,2025-09-03,2025-09-08,Finance,Training Request,Medium,Closed,CRM Admin,5,7,Met,Program Office,4-7 days
TCK-11217,2025-03-11,,IT Services,Account Access,Medium,Pending Customer,Systems Team,415,7,Missed,Leadership Office,15+ days
TCK-11218,2026-01-15,,IT Services,Data Correction,Medium,Pending Customer,Tier 1 Support,105,7,Missed,Program Office,15+ days
TCK-11219,2025-01-28,,Program Management,Data Correction,Medium,Open,Tier 1 Support,457,7,Missed,Program Office,15+ days
TCK-11220,2025-12-18,2025-12-26,Policy,User Permissions,Low,Closed,Tier 2 Support,8,10,Met,Leadership Office,8-14 days
TCK-11221,2025-12-02,,Operations,Data Correction,Medium,Open,Tier 2 Support,149,7,Missed,Leadership Office,15+ days
TCK-11222,2025-10-18,2025-10-21,Program Management,Data Correction,High,Closed,Tier 1 Support,3,4,Met,Leadership Office,0-3 days
TCK-11223,2025-08-07,2025-08-07,Operations,Training Request,High,Closed,Systems Team,0,4,Met,Internal User,0-3 days
TCK-11224,2025-05-02,2025-05-03,Finance,User Permissions,High,Closed,Tier 2 Support,1,4,Met,Leadership Office,0-3 days
TCK-11225,2026-03-15,2026-03-16,Program Management,Account Access,High,Closed,Reporting Team,1,4,Met,Leadership Office,0-3 days
TCK-11226,2025-11-27,2025-12-02,Program Management,Data Correction,Medium,Closed,Tier 2 Support,5,7,Met,Program Office,4-7 days
TCK-11227,2025-05-29,,IT Services,System Error,Low,Open,Systems Team,336,10,Missed,Leadership Office,15+ days
TCK-11228,2026-01-07,,IT Services,Training Request,Low,Pending Customer,Reporting Team,113,10,Missed,Internal User,15+ days
TCK-11229,2025-04-06,2025-04-13,Policy,Training Request,Medium,Closed,Reporting Team,7,7,Met,Leadership Office,4-7 days
TCK-11230,2025-09-12,2025-09-18,Policy,Report Request,High,Closed,Tier 2 Support,6,4,Missed,Leadership Office,4-7 days
TCK-11231,2025-10-13,2025-10-17,Policy,Account Access,High,Closed,Tier 2 Support,4,4,Met,Program Office,4-7 days
TCK-11232,2025-07-23,2025-07-27,Human Resources,Training Request,High,Closed,Tier 2 Support,4,4,Met,Internal User,4-7 days
TCK-11233,2025-01-20,2025-01-20,Policy,System Error,High,Closed,Systems Team,0,4,Met,Leadership Office,0-3 days
TCK-11234,2025-09-17,2025-09-19,Policy,Data Correction,High,Closed,CRM Admin,2,4,Met,Leadership Office,0-3 days
TCK-11235,2025-09-21,2025-09-21,Human Resources,Data Correction,Medium,Closed,Tier 1 Support,0,7,Met,Program Office,0-3 days
TCK-11236,2025-06-04,2025-06-10,Human Resources,Training Request,Low,Closed,Systems Team,6,10,Met,Program Office,4-7 days
TCK-11237,2025-02-26,2025-03-09,Policy,Training Request,Medium,Closed,Tier 1 Support,11,7,Missed,Internal User,8-14 days
TCK-11238,2026-02-03,2026-02-05,Policy,Training Request,Low,Closed,CRM Admin,2,10,Met,Leadership Office,0-3 days
TCK-11239,2025-01-13,,IT Services,Data Correction,Low,Open,Tier 1 Support,472,10,Missed,Leadership Office,15+ days
TCK-11240,2026-02-26,,Program Management,System Error,Low,Open,Tier 1 Support,63,10,Missed,Internal User,15+ days
TCK-11241,2025-12-18,,Human Resources,User Permissions,Medium,Open,Tier 2 Support,133,7,Missed,Leadership Office,15+ days
TCK-11242,2025-03-19,,Policy,User Permissions,Low,Open,Reporting Team,407,10,Missed,Program Office,15+ days
TCK-11243,2025-08-27,,Policy,Account Access,High,Open,Tier 1 Support,246,4,Missed,Internal User,15+ days
TCK-11244,2025-07-15,,Operations,Account Access,Medium,Open,Tier 1 Support,289,7,Missed,Leadership Office,15+ days
TCK-11245,2026-01-05,,IT Services,System Error,Low,Open,Tier 2 Support,115,10,Missed,Internal User,15+ days
TCK-11246,2025-11-15,2025-11-23,Finance,Training Request,High,Closed,Tier 2 Support,8,4,Missed,Program Office,8-14 days
TCK-11247,2025-07-14,2025-07-18,Policy,Report Request,Medium,Closed,Systems Team,4,7,Met,Internal User,4-7 days
TCK-11248,2025-03-18,2025-03-19,Human Resources,Account Access,High,Closed,CRM Admin,1,4,Met,Internal User,0-3 days
TCK-11249,2026-02-09,2026-02-09,Human Resources,Training Request,Medium,Closed,CRM Admin,0,7,Met,Internal User,0-3 days
TCK-11250,2025-03-18,2025-03-22,Human Resources,Training Request,Medium,Closed,Tier 2 Support,4,7,Met,Leadership Office,4-7 days
TCK-11251,2026-03-10,,Human Resources,User Permissions,Medium,Escalated,Tier 1 Support,51,7,Missed,Internal User,15+ days
TCK-11252,2026-01-02,2026-01-02,Operations,User Permissions,Medium,Closed,Systems Team,0,7,Met,Program Office,0-3 days
TCK-11253,2026-02-26,,Finance,Data Correction,Low,Open,Reporting Team,63,10,Missed,Program Office,15+ days
TCK-11254,2025-10-09,2025-10-14,Finance,Data Correction,Medium,Closed,Tier 2 Support,5,7,Met,Internal User,4-7 days
TCK-11255,2025-05-13,,Program Management,Account Access,High,Pending Customer,Reporting Team,352,4,Missed,Internal User,15+ days
TCK-11256,2025-07-05,2025-07-10,IT Services,System Error,Medium,Closed,CRM Admin,5,7,Met,Internal User,4-7 days
TCK-11257,2025-03-27,,Program Management,System Error,Medium,Open,Systems Team,399,7,Missed,Internal User,15+ days
TCK-11258,2025-07-31,,Finance,Training Request,Low,Open,Tier 1 Support,273,10,Missed,Program Office,15+ days
TCK-11259,2025-06-13,,Policy,Account Access,Medium,Pending Customer,Tier 2 Support,321,7,Missed,Leadership Office,15+ days
TCK-11260,2025-12-30,,Human Resources,Account Access,High,Open,Tier 1 Support,121,4,Missed,Leadership Office,15+ days
TCK-11261,2025-07-05,2025-07-05,Policy,System Error,High,Closed,CRM Admin,0,4,Met,Program Office,0-3 days
TCK-11262,2026-02-07,,Program Management,Training Request,Medium,Open,CRM Admin,82,7,Missed,Program Office,15+ days
TCK-11263,2025-05-26,,Human Resources,Data Correction,Medium,Open,CRM Admin,339,7,Missed,Program Office,15+ days
TCK-11264,2025-08-11,,Human Resources,Account Access,Low,Open,Systems Team,262,10,Missed,Internal User,15+ days
TCK-11265,2025-01-20,2025-01-27,Operations,Account Access,Low,Closed,Reporting Team,7,10,Met,Program Office,4-7 days
TCK-11266,2025-05-22,,Operations,System Error,High,Open,Systems Team,343,4,Missed,Internal User,15+ days
TCK-11267,2025-10-06,,Human Resources,Data Correction,Low,Open,Systems Team,206,10,Missed,Internal User,15+ days
TCK-11268,2026-03-21,,Policy,Account Access,High,Escalated,Reporting Team,40,4,Missed,Internal User,15+ days
TCK-11269,2025-04-11,2025-04-17,Policy,Data Correction,Medium,Closed,CRM Admin,6,7,Met,Internal User,4-7 days
TCK-11270,2025-01-25,2025-01-29,IT Services,Report Request,High,Closed,Reporting Team,4,4,Met,Program Office,4-7 days
TCK-11271,2025-04-13,,IT Services,System Error,High,Open,Tier 2 Support,382,4,Missed,Program Office,15+ days
TCK-11272,2025-09-30,2025-10-03,Program Management,System Error,High,Closed,Reporting Team,3,4,Met,Leadership Office,0-3 days
TCK-11273,2025-05-10,2025-05-13,Policy,Data Correction,Medium,Closed,Systems Team,3,7,Met,Program Office,0-3 days
TCK-11274,2025-03-22,,Program Management,Report Request,High,Pending Customer,Reporting Team,404,4,Missed,Program Office,15+ days
TCK-11275,2025-08-12,,Operations,User Permissions,High,Open,Reporting Team,261,4,Missed,Internal User,15+ days
TCK-11276,2025-01-17,2025-01-23,Program Management,System Error,Low,Closed,Tier 1 Support,6,10,Met,Program Office,4-7 days
TCK-11277,2025-06-19,,Program Management,Training Request,Medium,Open,Reporting Team,315,7,Missed,Leadership Office,15+ days
TCK-11278,2025-08-28,2025-09-05,Human Resources,User Permissions,Low,Closed,CRM Admin,8,10,Met,Leadership Office,8-14 days
TCK-11279,2025-05-01,,Policy,User Permissions,Medium,Escalated,CRM Admin,364,7,Missed,Leadership Office,15+ days
TCK-11280,2025-01-02,2025-01-09,Policy,Account Access,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-11281,2025-01-22,2025-01-31,Policy,Training Request,Medium,Closed,Reporting Team,9,7,Missed,Program Office,8-14 days
TCK-11282,2026-02-06,,Policy,Data Correction,Medium,Escalated,Tier 1 Support,83,7,Missed,Internal User,15+ days
TCK-11283,2025-08-26,2025-09-02,IT Services,User Permissions,Medium,Closed,CRM Admin,7,7,Met,Internal User,4-7 days
TCK-11284,2025-07-30,,Operations,Data Correction,High,Escalated,Reporting Team,274,4,Missed,Program Office,15+ days
TCK-11285,2025-01-26,2025-02-01,Finance,System Error,Medium,Closed,Tier 2 Support,6,7,Met,Internal User,4-7 days
TCK-11286,2026-01-13,2026-01-24,IT Services,Training Request,Medium,Closed,CRM Admin,11,7,Missed,Leadership Office,8-14 days
TCK-11287,2025-10-19,,Policy,Report Request,High,Escalated,Tier 2 Support,193,4,Missed,Program Office,15+ days
TCK-11288,2026-03-11,2026-03-13,Human Resources,Data Correction,Critical,Closed,Reporting Team,2,2,Met,Internal User,0-3 days
TCK-11289,2025-09-21,,Program Management,Account Access,Medium,Pending Customer,Tier 2 Support,221,7,Missed,Leadership Office,15+ days
TCK-11290,2025-12-07,2025-12-11,Policy,User Permissions,Medium,Closed,CRM Admin,4,7,Met,Internal User,4-7 days
TCK-11291,2026-03-12,,Operations,Report Request,High,Escalated,Systems Team,49,4,Missed,Leadership Office,15+ days
TCK-11292,2025-09-20,,IT Services,System Error,Medium,Pending Customer,Tier 2 Support,222,7,Missed,Internal User,15+ days
TCK-11293,2025-02-12,,Policy,Training Request,Critical,Escalated,CRM Admin,442,2,Missed,Leadership Office,15+ days
TCK-11294,2025-09-18,,Human Resources,Training Request,Low,Pending Customer,Reporting Team,224,10,Missed,Program Office,15+ days
TCK-11295,2025-06-05,,Finance,Training Request,Medium,Open,Systems Team,329,7,Missed,Leadership Office,15+ days
TCK-11296,2025-04-30,2025-05-10,IT Services,Report Request,Medium,Closed,Reporting Team,10,7,Missed,Internal User,8-14 days
TCK-11297,2025-10-04,2025-10-11,Program Management,Report Request,Low,Closed,Reporting Team,7,10,Met,Leadership Office,4-7 days
TCK-11298,2025-02-17,,Operations,System Error,High,Open,Systems Team,437,4,Missed,Internal User,15+ days
TCK-11299,2025-06-03,,Operations,Training Request,Medium,Open,Reporting Team,331,7,Missed,Leadership Office,15+ days
TCK-11300,2026-02-23,2026-02-27,IT Services,User Permissions,Medium,Closed,Reporting Team,4,7,Met,Leadership Office,4-7 days
TCK-11301,2025-09-16,2025-09-18,Policy,System Error,Low,Closed,Tier 1 Support,2,10,Met,Program Office,0-3 days
TCK-11302,2025-01-23,2025-02-02,Human Resources,Report Request,Medium,Closed,Tier 1 Support,10,7,Missed,Leadership Office,8-14 days
TCK-11303,2025-08-05,2025-08-09,Operations,Data Correction,Low,Closed,Reporting Team,4,10,Met,Program Office,4-7 days
TCK-11304,2025-12-12,2025-12-16,IT Services,Data Correction,High,Closed,CRM Admin,4,4,Met,Leadership Office,4-7 days
TCK-11305,2025-07-13,2025-07-13,Policy,User Permissions,Medium,Closed,Reporting Team,0,7,Met,Internal User,0-3 days
TCK-11306,2025-05-30,,Program Management,User Permissions,Medium,Pending Customer,CRM Admin,335,7,Missed,Leadership Office,15+ days
TCK-11307,2025-07-12,2025-07-17,Human Resources,Report Request,Medium,Closed,Reporting Team,5,7,Met,Leadership Office,4-7 days
TCK-11308,2025-06-09,2025-06-21,Operations,Training Request,Low,Closed,CRM Admin,12,10,Missed,Internal User,8-14 days
TCK-11309,2025-07-17,,Policy,System Error,Low,Escalated,CRM Admin,287,10,Missed,Leadership Office,15+ days
TCK-11310,2025-10-07,2025-10-18,IT Services,Data Correction,Low,Closed,CRM Admin,11,10,Missed,Leadership Office,8-14 days
TCK-11311,2025-07-24,2025-07-25,Operations,Report Request,Medium,Closed,Reporting Team,1,7,Met,Program Office,0-3 days
TCK-11312,2025-03-19,2025-03-19,Program Management,Training Request,Critical,Closed,Systems Team,0,2,Met,Internal User,0-3 days
TCK-11313,2025-08-06,,Human Resources,Training Request,Low,Pending Customer,Tier 2 Support,267,10,Missed,Program Office,15+ days
TCK-11314,2025-12-05,2025-12-09,Operations,Data Correction,High,Closed,Reporting Team,4,4,Met,Internal User,4-7 days
TCK-11315,2025-04-30,2025-05-10,Operations,Account Access,Low,Closed,CRM Admin,10,10,Met,Program Office,8-14 days
TCK-11316,2025-10-12,2025-10-16,Policy,Account Access,Medium,Closed,Tier 2 Support,4,7,Met,Program Office,4-7 days
TCK-11317,2025-05-23,2025-05-26,Program Management,Report Request,High,Closed,Tier 1 Support,3,4,Met,Internal User,0-3 days
TCK-11318,2025-12-23,,IT Services,System Error,Medium,Open,Reporting Team,128,7,Missed,Internal User,15+ days
TCK-11319,2025-08-29,2025-09-06,IT Services,Data Correction,High,Closed,CRM Admin,8,4,Missed,Leadership Office,8-14 days
TCK-11320,2025-10-03,2025-10-06,Human Resources,Training Request,Medium,Closed,Systems Team,3,7,Met,Leadership Office,0-3 days
TCK-11321,2025-01-02,2025-01-04,Human Resources,System Error,High,Closed,CRM Admin,2,4,Met,Program Office,0-3 days
TCK-11322,2025-09-22,,Operations,Report Request,High,Open,Systems Team,220,4,Missed,Internal User,15+ days
TCK-11323,2025-07-21,,IT Services,Training Request,Medium,Escalated,Tier 2 Support,283,7,Missed,Leadership Office,15+ days
TCK-11324,2025-10-25,2025-10-29,Program Management,Report Request,Medium,Closed,Systems Team,4,7,Met,Program Office,4-7 days
TCK-11325,2025-10-18,,Finance,Report Request,Medium,Pending Customer,Tier 1 Support,194,7,Missed,Internal User,15+ days
TCK-11326,2025-03-05,2025-03-12,Policy,Data Correction,Medium,Closed,Tier 1 Support,7,7,Met,Leadership Office,4-7 days
TCK-11327,2026-02-04,2026-02-09,Policy,Account Access,Medium,Closed,CRM Admin,5,7,Met,Internal User,4-7 days
TCK-11328,2025-02-06,2025-02-09,Policy,Account Access,Medium,Closed,Tier 2 Support,3,7,Met,Leadership Office,0-3 days
TCK-11329,2025-10-03,2025-10-04,Operations,System Error,High,Closed,Tier 2 Support,1,4,Met,Internal User,0-3 days
TCK-11330,2025-09-21,2025-09-28,IT Services,Account Access,Medium,Closed,Reporting Team,7,7,Met,Program Office,4-7 days
TCK-11331,2025-01-04,2025-01-10,Operations,Report Request,Low,Closed,Systems Team,6,10,Met,Leadership Office,4-7 days
TCK-11332,2025-05-09,2025-05-14,Program Management,System Error,Low,Closed,CRM Admin,5,10,Met,Leadership Office,4-7 days
TCK-11333,2026-03-18,2026-03-23,Program Management,Report Request,Medium,Closed,Tier 2 Support,5,7,Met,Internal User,4-7 days
TCK-11334,2026-02-24,2026-02-28,Program Management,Report Request,High,Closed,Reporting Team,4,4,Met,Program Office,4-7 days
TCK-11335,2025-06-24,,Finance,Data Correction,Medium,Open,Tier 2 Support,310,7,Missed,Leadership Office,15+ days
